class,text,file
0,['p|o|d|ʉ|v|aː|ɡ|ʌ| |a|l|l|aɪ|l|i|ɡ| |s|eː|r|m|ʌ|ŋ|ɡ|ʌ|ɭ|aɪ| |s|e|l|i|n|i|j|ʌ|m| |ɖ|aɪ|j|aː|ɡ|s|aɪ|ɖ|ʉ| |m|u|n|n|i|l|aɪ|j|i|l| |a|l|l|aɪ|l|i|ɡ| |aː|ɡ|s|i|s|ʌ|n|eː|ʈ|r|ʌ|m| |a|ɖ|aɪ|j|ʌ| |s|e|j|d|ʉ| |a|l|l|aɪ|l| |aː|l|ɡ|ʌ|ɡ|aː|l| |t|ʌ|j|aː|ɹ|i|k|k|i|r|aː|r|ɡ|ʌ|ɭ'],ISTL_0000214_0000050.wav
0,['m|oː|j|aː|r|ʉ| |i|k|k|aː|p|p|ʌ|ɡ|ʌ|t|t|i|n| |uː|ɖ|aː|ɡ|ʌ| |s|e|l|l|ʉ|ɡ|i|r|ʌ|d|ʉ| |i|ŋ|ɡ|ʉ|ɭ|ɭ|ʌ| |j|aː|n|aɪ|ɡ|ʌ|ɭ| |m|u|ɡ|aː|m| |p|aː|r|v|aɪ|j|aː|ɭ|ʌ|r|ɡ|ʌ|ɭ|aɪ| |k|ʌ|v|ʌ|ɹ|ʉ|m| |o|n|r|aː|ɡ|ʉ|m'],ISTL_0000214_0000051.wav
0,['ʲ|e|ɻ|ʉ|d|ʉ|m| |k|o|ɖ|i| |p|oː|n|r|ʌ| |i|ɖ|aɪ|j|aɪ|j|ʉ|ɖ|aɪ|j|ʌ| |t|oː|ɻ|i|j|eː| |p|o|ɻ|ʉ|d|aː| |p|oː|j|v|i|ʈ|ʈ|ʌ|d|ʉ| |t|i|n|aɪ|p|p|ʉ|n|ʌ|m| |k|aː|t|t|ʉ| |k|ʌ|ɭ|aɪ|t|t|ʉ|p|p|oː|j|i|ɹ|ʉ|k|k|i|r|eː|n'],ISTL_0000214_0000052.wav
0,['m|u|k|k|ʌ|ɳ|ɳ|aː|n| |n|aː|n|m|ʌ|r|aɪ|j|aː|n| |m|u|ɹ|ʉ|ɡ|ʌ|v|eː|ɭ| |p|oː|l|ʌ| |ʲ|e|n| |k|ʌ|ɳ|m|ʉ|n| |n|i|r|k|i|n|r|aː|n|eː| |ʲ|e|n|n|ʌ|s|e|j|v|eː|n| |ʲ|e|n|ɡ|i|r|aː|ɭ| |o|ɹ|ʉ| |t|ʌ|l|aɪ|v|i'],ISTL_0000214_0000053.wav
0,['i|p|p|ʌ|ɖ|i| ||e|l|l|aː| |p|aː|ɖ|ʌ|l|ɡ|ʌ|ɭ|ʉ|m| |a|ɡ|ʌ|t|t|i|ɳ|aɪ|p| |p|aː|ɖ|ʌ|l|ɡ|ʌ|ɭ|aː|ɡ|ʌ| |u|ɭ|ɭ|ʌ|n|ʌ'],ISTL_0000214_0000054.wav
0,['aː|t|t|i|ɹ|ʌ|t|t|aɪ| |v|i|ɻ|ʉ|ŋ|ɡ|i| |v|i|ʈ|ʈ|ʉ| |m|e|d|ʉ|v|aː|ɡ|ʌ| |k|ʌ|n|i|v|aː|ɡ|ʌ|p| |p|eː|s|i|n|aː|r| |s|i|v|ʌ|m|ʌ|ɳ|i| |a|v|ʌ|n|ʉ|k|k|ʉ| |oː|ɖ|ʌ|m|b|ʉ| |ɹ|o|m|b|ʌ| |s|ʌ|ɹ|i|j|i|l|l|ʌ|p|p|aː| |ɹ|o|m|b|ʌ| |k|ʌ|ɖ|ʉ|m|aɪ|j|aː|n|ʌ| |n|oː|j'],ISTL_0000214_0000055.wav
0,['aː|ɡ|ʌ|s|ʈ| |s|i|l|e|j|tʃː|ʌ|r| |ʲ|e|n|b|aː|r| |o|ɹ|ʉ| |s|e|ɹ|ʉ|m|aː|n|i|j|ʌ| |m|o|ɻ|i|j|i|j|ʌ|l|aː|ɭ|ʌ|r| |aː|v|aː|r| |i|n|d|i|j|ʌ|aɪ|ɹ|oː|p|p|i|j|ʌ| |m|o|ɻ|i|ɡ|ʌ|ɭ|i|n| |o|p|p|i|j|ʌ|l| |i|l|ʌ|k|k|ʌ|ɳ|ʌ|t| |t|o|ɡ|ʉ|p|p|ʉ| |i|v|ʌ|r| |ʲ|e|ɻ|ʉ|d|i|j|ʌ| |m|u|k|k|i|j|ʌ|m|aː|n|ʌ| |n|uː|l|aː|ɡ|ʉ|m'],ISTL_0000214_0000056.wav
0,['i|n|n|ʉ|l|i|l| |i|v|ʌ|r| |m|u|n|d|ʉ| |i|n|d|i|j|ʌ|aɪ|ɹ|oː|p|p|i|j|ʌ| |m|o|ɻ|i|j|aɪ| |m|iː|ʈ|ʈ|ʉ|ɹ|ʉ|v|aː|k|k|ʌ|m| |s|e|j|j|ʌ| |m|u|j|ʌ|n|r|aː|r'],ISTL_0000214_0000057.wav
0,['m|iː|ʈ|ʈ|ʉ|ɹ|ʉ|v|aː|k|k|ʌ|m| |s|e|j|j|ʌ| |p|ʌ|ʈ|ʈ|ʌ| |s|o|r|k|ʌ|ɭ|aɪ|j|ʉ|m| |a|d|i|l|i|ɹ|ʉ|n|d|ʉ| |a|r|ʌ|j|ʌ|p|p|ʌ|ʈ|ʈ|ʌ|t|t|ʌ|k|k|ʌ| |i|n|d|i|j|ʌ|aɪ|ɹ|oː|p|p|i|j|ʌ|tʃː| |ʌ|m|ʉ|ɡ|ʌ|m| |t|o|ɖ|ʌ|r|b|aː|n|ʌ| |a|m|s|ʌ|ŋ|ɡ|ʌ|ɭ|aɪ|j|ʉ|m| |ʲ|e|ɖ|ʉ|t|t|ʉ| |k|aː|ʈ|ʈ|i| |v|i|ɭ|ʌ|k|k|ʉ|v|ʌ|d|ʌ|r|k|aː|ɡ|ʌ| |s|i|l|e|j|tʃː|ʌ|ɹ|i|n| |k|ʌ|d|aɪ| ||e|n|ʌ|p|p|ʌ|ɖ|ʉ|m| |o|ɹ|ʉ| |s|i|r|i|j|ʌ| |k|ʌ|d|aɪ|j|ʉ|m| |a|v|ʌ|r| |u|ɹ|ʉ|v|aː|k|k|i|n|aː|r'],ISTL_0000214_0000058.wav
0,['p|oː|l|iː|s|k|aː|ɹ|ʌ|n| |t|ʌ|ɳ|ɳ|iː|r|tʃː|e|m|b|aɪ| |v|aː|ŋ|ɡ|i| |k|o|ɳ|ɖ|ʌ|d|ʉ|m| |t|aː|j|m|aɪ|tʃː|ʉ|ɡ|ʌ|t|t|oː|ɖ|ʉ| |k|u|ɻ|ʌ|n|d|aɪ|j|i|n| |t|ʌ|l|aɪ|m|ʉ|ɖ|i|j|aɪ| |m|i|ɹ|ʉ|d|ʉ|v|aː|ɡ|ʌ|t| |t|ʌ|ɖ|ʌ|v|i|n|aː|ɭ| |a|v|ʌ|ɭ'],ISTL_0000214_0000059.wav
0,['aː|ɹ|ʌ|m|b|ʌ|t|t|i|l| |aː|ŋ|ɡ|i|l|ʌ| |p|ʌ|t|t|i|ɹ|i|ɡ|aɪ|k|k|ʉ| |aː|s|i|ɹ|i|j|ʌ|ɹ|aː|ɡ|ʌ| |i|ɹ|ʉ|n|d|ʌ|v|ʌ|r| |t|i|ɹ|ʉ|v|ʌ|n|ʌ|n|d|ʌ|b|ʉ|ɹ|ʌ|m| |p|ɹ|ʌ|d|ʌ|m|ʌ| |n|iː|d|i|j|aː|s|ʌ|ɹ|aː|ɡ|ʌ| |m|u|n|b|ʉ| |v|i|ɭ|ʌ|ŋ|ɡ|i|j|ʌ|v|ʌ|ɹ|ʉ|m| |p|ɹ|ʌ|b|ʌ|l|ʌ| |k|ʌ|ɳ|i|d|ʌ|v|i|j|ʌ|l|aː|ɭ|ʌ|ɹ|ʉ|m| |aː|ŋ|ɡ|i|l|ʌ|m| |v|ʌ|ɖ|ʌ|m|o|ɻ|i| |m|ʌ|ʈ|r|ʉ|m| |t|ʌ|m|i|ɻ| |aː|ɡ|i|j|ʌ|v|ʌ|ʈ|r|i|l| |p|u|l|ʌ|m|aɪ| |p|e|ʈ|r|ʌ|v|ʌ|ɹ|ʉ|m|aː|ɡ|i|j|ʌ| |t|aː'],ISTL_0000214_0000060.wav
0,['tʃ|e|l|l|ʌ|p|p|aː|p|i|ɭ|ɭ|aɪ| |a|v|ʌ|r|ɡ|ʌ|ɭ| |i|v|ʌ|r| |aː|j|i|ɹ|ʌ|t|t|i| ||e|ɳ|ɳ|ʉ|t|t|i| |t|o|n|n|ʉ|t|t|i| |o|n|n|i|l| |s|u|ɡ|ʌ|v|iː|n|ʌ|m| |k|aː|ɹ|ʌ|ɳ|ʌ|m|aː|ɡ|ʌ| |v|i|l|ʌ|ɡ|ʌ|v|eː| |v|ʌ|ɻ|ʌ|k|k|ʌ|r|i|ɲ|ʌ|r| |ʲ|eː|ɡ|ʌ|d|i|ɹ|ʌ|v|eː|l|ʉ| |m|ʌ|ʈ|r|ʉ|m| |a|s|ʌ|b|aː|d|i|b|ʌ|d|i| |aː|ɡ|i|j|oː|r| |aː|ŋ|ɡ|i|l|ʌ| |p|ʌ|d|i|p|p|ʉ|k|k|ʉ| |i|ɳ|aɪ|aː|s|i|ɹ|i|j|ʌ|r|ɡ|ʌ|ɭ|aː|j|i|n|ʌ|r'],ISTL_0000214_0000061.wav
0,['dʒ|uː|l|aɪ| |aː|j|i|ɹ|ʌ|t|t|i| ||e|ɳ|ɳ|ʉ|t|t|i| |t|o|n|n|ʉ|t|t|i| |i|ɹ|ʌ|ɳ|ɖ|ʉ| |m|u|d|ʌ|l| |a|s|ʌ|b|aː|p|ʌ|t|i| |aː|s|i|ɹ|i|j|ʌ|ɹ|aː|n|aː|r| |a|ɡ|ʌ|d|i|ɹ|ʌ|v|eː|l|ʉ| |t|o|ɖ|ʌ|r|n|d|ʉ| |p|ʌ|l|ʌ| |k|ʌ|ʈ|ʈ|ʉ|ɹ|aɪ|ɡ|ʌ|ɭ|aɪ| ||e|ɻ|ʉ|d|i| |v|ʌ|n|d|aː|r'],ISTL_0000214_0000062.wav
0,['i|v|ʌ|r|ɡ|ʌ|ɭ|aɪ| |t|o|ɖ|ʌ|r|n|d|ʉ| |s|ʌ|s|i|v|ʌ|ɡ|ʉ|ɹ|ʉ|n|aː|d|ʌ|r| |t|e|ʌ|d|ʉ|ɹ|aɪ|j|ʌ|p|p|aː|p|i|ɭ|ɭ|aɪ| ||e|m|e|s|ɹ|aː|dʒ|ʌ|ɹ|ʌ|t|t|i|n|ʌ|m| |ʲ|e|m|e|s|i|ɭ|aɪ|j|ʌ|d|ʌ|m|b|i| |v|i|n|aː|ɡ|ʌ|l|i|ŋ|ɡ|ʌ|m| |ʲ|eː|v|i|ɡ|ʉ|l|ʌ|s|i|ŋ|ɡ|ʌ|m| |t|ʌ|m|ʉ|t|t|ʉ|s|aː|m|i|p|p|i|ɭ|ɭ|aɪ| ||e|n|b|oː|r| |aː|ŋ|ɡ|i|l|ʌ| |aː|s|i|ɹ|i|j|ʌ|r|ɡ|ʌ|ɭ|aː|ɡ|ʌ| |v|i|ɭ|ʌ|ŋ|ɡ|i|j|ʉ|ɭ|ɭ|ʌ|n|ʌ|r'],ISTL_0000214_0000063.wav
0,['aː|m| |p|ʌ|l|l|ʌ|v|eː|n|d|i|ɹ|aː| |v|eː|r|ʉ| |j|aː|ɹ|i|ɖ|ʌ|m|ʉ|m| |a|n|ʉ|p|p|ʌ| |m|u|ɖ|i|j|aː|d|ʌ|d|aː|ɡ|ʌ| |s|e|j|d|i| |a|d|ʌ|n|aː|l|d|aː|n| |n|aː|n|eː| |v|ʌ|n|d|eː|n'],ISTL_0000214_0000064.wav
0,['p|u|r|aː|k|k|ʌ|ɭ| |m|ʌ|ɹ|ʌ|ŋ|ɡ|ʌ|ɭ|i|l| |k|u|tʃː|i|ɡ|ʌ|ɭ| |m|ʌ|ʈ|r|ʉ|m| |k|u|p|p|aɪ|ɡ|ʌ|ɭ|aɪ| |v|aɪ|t|t|ʉ| |k|uː|ɖ|ʉ| |k|ʌ|ʈ|ʈ|ʉ|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000214_0000065.wav
0,['i|v|aɪ| |o|n|r|ʉ| |a|l|l|ʌ|d|ʉ| |i|ɹ|ʌ|ɳ|ɖ|ʉ| |m|u|ʈ|ʈ|aɪ|ɡ|ʌ|ɭ| |i|ɖ|ʉ|ɡ|i|n|r|ʌ|n|ʌ| |aː|ɳ| |p|e|ɳ| |p|u|r|aː|k|k|ʌ|ɭ| |k|u|ɲ|dʒ|ʉ|ɡ|ʌ|ɭ|aɪ| |ɡ|ʌ|v|ʌ|n|i|t|t|ʉ|k|k|o|ɭ|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000214_0000066.wav
0,['k|u|ɲ|dʒ|ʉ|ɡ|ʌ|ɭ| |ʲ|eː|ɻ|ʉ| |m|u|d|ʌ|l| |i|ɹ|ʉ|v|ʌ|t|t|i| ||eː|ɻ|ʉ| |n|aː|ɖ|k|ʌ|ɭ|i|l| |k|uː|ʈ|ʈ|aɪ| |v|i|ʈ|ʈ|ʉ| |v|e|ɭ|i|j|eː| |v|ʌ|ɹ|ʉ|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000214_0000067.wav
0,['p|aː|r|aɪ|p| |p|u|r|aː|k|k|ʌ|ɭ| |s|ʌ|ʈ|r|eː| |v|i|t|t|i|j|aː|s|ʌ|m|aː|ɡ|ʌ| |i|r|ʌ|n|d|ʌ| |p|ʌ|r|ʌ|v|aɪ|ɡ|ʌ|ɭ|ʉ|ɖ|ʌ|n| |u|ɖ|ʌ|l|ʉ|r|ʌ|v|ʉ| |k|o|ɭ|ɭ|ʌ| |m|u|j|ʌ|l|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000214_0000068.wav
0,['v|ʌ|r|t|t|ʌ|ɡ|ʌ| |n|oː|k|k|i|l|aː|n|ʌ| |iː|m|ʉ| |v|ʌ|ɭ|ʌ|r|p|p|ʌ|d|e|n|b|ʌ|d|ʉ| |aː|j|i|ɹ|ʌ|t|t|i| |t|o|ɭ|ɭ|aː|j|i|ɹ|ʌ|t|t|i| ||e|m|b|ʌ|t|t|i| ||eː|ɻ|aː|m| |aː|ɳ|ɖ|i|l| |m|eː|r|k|ʉ| |a|m|e|ɹ|i|k|k|aː|v|i|l| |t|o|ɖ|ʌ|ŋ|ɡ|i|j|ʌ|d|ʉ'],ISTL_0000214_0000069.wav
0,['aː|j|i|ɹ|ʌ|t|t|i| |t|o|ɭ|ɭ|aː|j|i|ɹ|ʌ|t|t|i| |t|o|n|n|ʉ|r|aː|m| |aː|ɳ|ɖ|i|l| |iː|m|ʉ|k|k|ʌ|ɭ| |m|u|d|ʌ|n|m|ʉ|d|ʌ|l|i|l| |u|ɳ|ʌ|v|ʉ|k|k|aː|ɡ|ʌ| |k|o|l|l|ʌ|p|p|ʌ|ʈ|ʈ|ʌ|n|ʌ| |a|m|e|ɹ|i|k|k|aː|v|i|l| |iː|m|ʉ| |v|ʌ|ɭ|ʌ|r|k|k|ʉ|m| |v|ʌ|r|t|t|ʌ|ɡ|ʌ|t| |t|o|ɻ|i|r|t|ʉ|r|aɪ|j|aː|n|ʌ|d|ʉ| |k|aː|p|p|ʌ|ɡ|ʌ|p|p|ʌ|ɖ|ʉ|t|t|i| |t|eː|r|n|d|e|ɖ|ʉ|p|p|ʉ| |m|u|r|aɪ|j|i|l| |i|n|ʌ|p|p|e|ɹ|ʉ|k|k|ʌ|m| |s|e|j|j|ʌ| |v|aɪ|t|t|ʌ|l|aɪ| |a|ɖ|i|p|p|ʌ|ɖ|aɪ|j|aː|ɡ|ʌ| |k|o|ɳ|ɖ|ʌ|d|ʉ'],ISTL_0000214_0000070.wav
0,['m|eː|l|ʉ|m| |ɖ|aː|s|m|aː|n|i|j|aː|v|aɪ|t| |t|ʌ|v|i|ɹ|ʌ| |a|n|aɪ|t|t|ʉ| |m|aː|ɡ|aː|ɳ|ʌ|ŋ|ɡ|ʌ|ɭ|i|l|ʉ|m| |k|aː|ʈ|ʈ|ʉ| |iː|m|ʉ|k|k|ʌ|ɭ|aɪ|p| |p|aː|d|ʉ|ɡ|aː|p|p|ʌ|d|ʌ|r|k|ʉ| |u|ɹ|i|m|ʌ|m| |p|e|r|ʌ| |v|eː|ɳ|ɖ|i|j|ʌ| |n|i|b|ʌ|n|d|ʌ|n|aɪ|ɡ|ʌ|ɭ| |u|ɭ|ɭ|ʌ|n|ʌ'],ISTL_0000214_0000071.wav
0,['aː|s|t|ɹ|eː|l|i|j|aː|v|ʉ|k|k|ʉ| |v|e|ɭ|i|j|eː| |v|ʌ|ɖ|ʌ| |a|m|e|ɹ|i|k|k|aː|v|i|l| |a|d|i|ɡ|ʌ| |iː|m|ʉ| |p|ʌ|r|ʌ|v|aɪ|ɡ|ʌ|ɭ| |v|ʌ|ɭ|ʌ|r|k|k|ʌ| |p|ʌ|ʈ|ʈ|ʌ|n|ʌ'],ISTL_0000214_0000072.wav
0,['a|m|e|ɹ|i|k|k|ʌ| |o|n|r|i|j|ʌ|t|t|i|l| |s|u|m|aː|r| |o|ɹ|ʉ| |m|i|l|l|i|j|ʌ|n| |p|ʌ|r|ʌ|v|aɪ|ɡ|ʌ|ɭ|ʉ|m| |p|e|ɹ|ʉ| |m|ʌ|ʈ|r|ʉ|m| |tʃ|iː|n|ʌ| |aː|ɡ|i|j|ʌ| |n|aː|ɖ|ʉ|ɡ|ʌ|ɭ|i|l|ʉ|m| |v|eː|r|ʉ| |s|i|l|ʌ| |n|aː|ɖ|ʉ|ɡ|ʌ|ɭ|i|l|ʉ|m| |s|i|r|i|j|ʌ| |a|ɭ|ʌ|v|ʉ|ɡ|ʌ|ɭ|i|l|ʉ|m| |iː|m|ʉ|k|k|ʌ|ɭ| |v|ʌ|ɭ|ʌ|r|k|k|ʌ| |p|ʌ|ʈ|ʈ|ʌ|n|ʌ'],ISTL_0000214_0000073.wav
0,['iː|m|ʉ|k|k|ʌ|ɭ| |k|aː|p|p|ʌ|ɡ|ʌ|t|t|i|l| |n|ʌ|n|ɡ|ʉ| |i|n|ʌ|p|p|e|ɹ|ʉ|k|k|ʌ|m|ʌ|ɖ|aɪ|ɡ|i|n|r|ʌ|n|ʌ| |a|d|i|ɡ|ʌ|m| |a|s|aɪ|j|aː|m|ʌ|l| |i|ɹ|ʉ|p|p|ʌ|d|aː|l| |k|aː|l| |m|ʌ|ʈ|r|ʉ|m| |s|e|ɹ|i|m|aː|n|ʌ|tʃː|i|k|k|ʌ|l|ɡ|ʌ|ɭ| |a|d|i|ɡ|ʌ|ɹ|i|k|k|ʉ|m|e|n|b|ʌ|d|aː|l| |i|v|ʌ|ʈ|r|aɪ|t| |t|ʌ|v|i|p|p|ʌ|d|ʌ|r|k|aː|ɡ|ʌ| |iː|m|ʉ|k|k|ʌ|ɭ| |p|e|ɹ|i|j|ʌ| |t|i|r|ʌ|n|d|ʌ| |k|uː|ɖ|ʉ|ɡ|ʌ|ɭ|i|l| |v|ʌ|ɭ|ʌ|r|k|k|ʌ| |p|ʌ|ɖ|ʉ|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000214_0000074.wav
0,['a|v|ʌ|ʈ|r|ʉ|k|k|ʉ| |d|aː|n|i|j|ʌ|ŋ|ɡ|ʌ|ɭ| |v|ʌ|ɻ|ʌ|ŋ|ɡ|ʌ| |p|ʌ|ɖ|ʉ|ɡ|i|n|r|ʌ|n|ʌ| |m|eː|l|ʉ|m| |k|uː|ɖ|ʉ|d|ʌ|l|aː|ɡ|ʌ| |a|v|aɪ| |m|eː|j|tʃː|ʌ|l| |m|uː|l|ʌ|m|ʉ|m| |t|iː|v|ʌ|n|ʌ|m| |v|ʌ|ɻ|ʌ|ŋ|ɡ|ʌ| |p|ʌ|ɖ|ʉ|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000214_0000075.wav
0,['a|v|ʌ|ʈ|r|i|n| |v|ʌ|j|ʌ|d|ʉ| |ʲ|e|ɻ|ʉ|v|ʌ|d|ʉ| |v|aː|ɹ|ʌ|ŋ|ɡ|ʌ|ɭ|aː|ɡ|ʌ| |i|ɹ|ʉ|k|k|aɪ|j|i|l| |u|ɳ|ʌ|v|ʉ|k|k|aː|ɡ|ʌ| |k|o|l|l|ʌ|p|p|ʌ|ɖ|ʉ|ɡ|i|n|r|ʌ|n|ʌ| |a|v|aɪ| |o|ɹ|ʉ| |n|aː|ɭ|i|l| |i|ɹ|ʉ| |m|u|r|aɪ| |u|ɳ|ʌ|v|ʉ| |u|ɳ|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000214_0000076.wav
0,['o|v|v|o|ɹ|ʉ| |m|u|r|aɪ|j|ʉ|m| |i|ɹ|ʉ|v|ʌ|t|t|i| |a|ɲ|dʒ|ʉ| |k|i|l|oː|ɡ|i|ɹ|aː|m|ɡ|ʌ|ɭ| |ʲ|e|ɖ|aɪ|j|ʉ|ɭ|ɭ|ʌ| |i|l|aɪ|ɡ|ʌ|ɭ|aɪ| |u|ɳ|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000214_0000077.wav
0,['n|j|aː|j|ʌ| |t|ʌ|ɹ|aː|s|ʉ| |aː|j|i|ɹ|ʌ|t|t|i| |t|o|ɭ|ɭ|aː|j|i|ɹ|ʌ|t|t|i| ||e|m|b|ʌ|t|t|i| |o|n|b|oː|d|i|l| |v|e|ɭ|i|v|ʌ|n|d|ʌ| |t|ʌ|m|i|ɻ| |t|i|ɹ|aɪ|p|p|ʌ|ɖ|ʌ|m|aː|ɡ|ʉ|m| |n|i|ɻ|ʌ|l|ɡ|ʌ|ɭ| |ɹ|ʌ|v|i| |n|ʌ|ɖ|i|t|t|ʌ| |i|p|p|ʌ|ɖ|ʌ|t|t|aɪ| |k|eː| |ɹ|aː|dʒ|eː|s|v|ʌ|ɹ|i| |i|j|ʌ|k|k|i|n|aː|r'],ISTL_0000214_0000078.wav
0,['ʲ|e|ŋ|ɡ|ʌ| |v|iː|ʈ|ʈ|ʉ| |d|e|j|v|ʌ|m| |aː|j|i|ɹ|ʌ|t|t|i| |t|o|ɭ|ɭ|aː|j|i|ɹ|ʌ|t|t|i| ||e|m|b|ʌ|t|t|i| |o|n|b|oː|d|i|l| |v|e|ɭ|i|v|ʌ|n|d|ʌ| |t|ʌ|m|i|ɻ| |t|i|ɹ|aɪ|p|p|ʌ|ɖ|ʌ|m|aː|ɡ|ʉ|m'],ISTL_0000214_0000079.wav
0,['n|i|ɻ|ʌ|l|ɡ|ʌ|ɭ| |ɹ|ʌ|v|i| |n|ʌ|ɖ|i|t|t|ʌ| |i|p|p|ʌ|ɖ|ʌ|t|t|aɪ| |ʈ|i| |aː|r| |ɹ|ʌ|m|eː|ʂ| |i|j|ʌ|k|k|i|n|aː|r'],ISTL_0000214_0000080.wav
0,['p|e|ɹ|i|j|ʌ| |p|ʌ|ɻ|ʉ|v|eː|ʈ|ʈ|ʌ|ɹ|aɪ|j|aː|ɹ|i|ɖ|ʌ|m| |n|aː|n| |k|eː|ʈ|ʈ|ʉ| |k|o|ɭ|ɡ|i|r|eː|n| |p|ʌ|ɻ|aɪ|j|ʌ| |m|ʌ|d|ʉ|ɹ|aː|n|d|ʌ|ɡ|ʌ|ɹ|aɪ|k| |k|ʌ|ɳ|ɖ|ʉ|p|i|ɖ|i|p|p|ʌ|d|ʉ| |u|ŋ|ɡ|ʌ|ɭ| |p|o|r|ʉ|p|p|ʉ| |ʲ|e|n|r|aː|ɭ| |k|u|n|d|ʌ|v|aɪ'],ISTL_0000214_0000081.wav
0,['i|ɹ|aɪ|p|p|aɪ|j|i|n| |p|ɹ|ʌ|d|aː|n|ʌ| |t|o|ɻ|i|l| |u|ɳ|ʌ|v|aɪ| |s|eː|m|i|t|t|ʌ|l|aː|ɡ|ʉ|m| |i|d|ʌ|n|aː|l| |k|i|ʈ|ʈ|ʌ|t|t|ʌ|ʈ|ʈ|ʌ| |n|aː|l|ʉ| |m|ʌ|ɳ|i|n|eː|ɹ|ʌ|m| |v|ʌ|ɹ|aɪ| |u|ɳ|ʌ|v|aɪ| |s|eː|m|i|k|k|ʌ| |m|u|ɖ|i|j|ʉ|m'],ISTL_0000214_0000082.wav
0,['i|d|ʉ| |u|ɳ|ʌ|v|aɪ| |s|eː|m|i|k|k|ʉ|m| |n|eː|ɹ|ʌ|m| |m|uː|ɭ|aɪ|j|i|l|i|ɹ|ʉ|n|d|ʉ| |v|ʌ|ɹ|ʉ|m| |t|ʌ|n|n|aː|ɖ|tʃ|i| |n|ʌ|ɹ|ʌ|m|b|ʉ|ŋ|ɡ|ʌ|ɭ|i|n|aː|l|ʉ|m| |m|u|n|s|i|r|ʉ|ɡ|ʉ|ɖ|ʌ|l|i|n|aː|l|ʉ|m| |s|u|ɹ|ʌ|k|k|ʌ| |p|ʌ|ɖ|ʉ|m| |oː|m|oː|n|ɡ|ʌ|ɭ|aː|l|ʉ|m| |k|ʌ|ʈ|ʈ|ʉ| |p|ʌ|ɖ|ʉ|t|t|ʌ| |p|ʌ|ɖ|ʉ|ɡ|i|n|r|ʌ|n|ʌ'],ISTL_0000214_0000083.wav
0,['s|aː|v|i|t|t|i|ɹ|i| |aː|n|d|i|ɹ|ʌ| |p|ɹ|ʌ|d|eː|s|ʌ|t|t|i|l| |ɡ|u|ɳ|ʈ|ʉ|ɹ|i|l| |s|i|r|aː|v|ʉ|r| |ʲ|e|n|r|ʌ| |i|ɖ|ʌ|t|t|i|l| |n|i|s|ʌ|ŋ|ɡ|aː|ɹ|ʌ| |ɹ|aː|v| |ɡ|u|ɹ|ʉ|v|aɪ|j|aː| |s|u|b|ʌ|d|d|i|ɹ|ʌ|m|m|aː| |aː|ɡ|i|j|oː|ɹ|ʉ|k|k|ʉ|p| |p|i|r|ʌ|n|d|ʌ|v|ʌ|r'],ISTL_0000214_0000084.wav
0,['s|i|s|ʈ|aː| |p|uː|r|ɳ|aɪ|j|aː| |s|aː|s|t|ɹ|i|ɡ|ʌ|ɭ|i|ɖ|ʌ|m| |i|s|aɪ| |m|ʌ|ʈ|r|ʉ|m| |n|ʌ|ɖ|ʌ|n|ʌ|m| |p|ʌ|j|i|n|r|aː|r| |i|ɭ|ʌ|m| |v|ʌ|j|ʌ|d|i|l|eː|j|eː| |m|eː|ɖ|aɪ|ɡ|ʌ|ɭ|i|l| |t|oː|n|r|i| |n|ʌ|ɖ|i|t|t|aː|r'],ISTL_0000214_0000085.wav
0,['ɡ|ʌ|l|i|l|i|j|oː|v|i|n| |m|aː|ɳ|ʌ|v|ʌ|r| |v|i|n|s|e|n|s|oː| |v|i|v|i|j|aː|ɳ|i| |ɡ|ʌ|l|i|l|i|j|oː|v|i|n| |v|aː|ɻ|k|k|aɪ| |v|ʌ|ɹ|ʌ|l|aː|ʈ|r|aɪ| ||e|ɻ|ʉ|d|i|n|aː|r'],ISTL_0000214_0000086.wav
0,['a|d|i|l| |v|e|v|v|eː|r|ʉ| |ʲ|e|ɖ|aɪ| |k|o|ɳ|ɖ|ʌ| |p|o|ɹ|ʉ|ɖ|k|ʌ|ɭ|aɪ| |a|v|ʌ|r| |p|aɪ|s|aː|v|i|n| |s|aː|j|n|d|ʌ| |ɡ|oː|p|ʉ|ɹ|ʌ|t|t|i|l| |i|ɹ|ʉ|n|d|ʉ| |v|i|ɻ|ʌ|tʃː|e|j|d|ʉ| |a|v|aɪ| |i|ɹ|ʌ|ɳ|ɖ|ʉ|m| |k|iː|ɻ|eː| |v|ʌ|ɹ|ʌ| |o|ɹ|eː| |n|eː|ɹ|ʌ|m| |ʲ|e|ɖ|ʉ|t|t|ʉ|k|k|o|ɭ|ɡ|i|n|r|ʌ|n|ʌ| |ʲ|e|n|b|ʌ|d|aɪ| |k|aː|ʈ|ʈ|i|n|aː|r'],ISTL_0000214_0000087.wav
